------------------------------------------------------------------------------------
Date: 5/31/2025 -- 15:50:39 (uptime: 0d, 00h 00m 08s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
app_layer.flow.dns_udp                        | Total                     | 4213
app_layer.tx.dns_udp                          | Total                     | 4219
app_layer.flow.failed_udp                     | Total                     | 3968
flow.mgr.full_hash_pass                       | Total                     | 15
flow.spare                                    | Total                     | 10784
flow.mgr.rows_maxlen                          | Total                     | 4
flow.mgr.flows_checked                        | Total                     | 27470
flow.mgr.flows_notimeout                      | Total                     | 4918
flow.mgr.flows_timeout                        | Total                     | 22552
flow.mgr.flows_evicted                        | Total                     | 22669
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 1298432
http.memuse                                   | Total                     | 12000
flow.memuse                                   | Total                     | 8103408
------------------------------------------------------------------------------------
Date: 5/31/2025 -- 16:49:28 (uptime: 0d, 00h 58m 57s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 135097
decoder.pkts                                  | Total                     | 135131
decoder.bytes                                 | Total                     | 10860977
decoder.ipv4                                  | Total                     | 133757
decoder.ipv6                                  | Total                     | 80
decoder.ethernet                              | Total                     | 135131
decoder.tcp                                   | Total                     | 118234
decoder.udp                                   | Total                     | 8507
decoder.icmpv4                                | Total                     | 7072
decoder.icmpv6                                | Total                     | 20
decoder.avg_pkt_size                          | Total                     | 80
decoder.max_pkt_size                          | Total                     | 943
flow.tcp                                      | Total                     | 15887
flow.udp                                      | Total                     | 8204
flow.icmpv6                                   | Total                     | 11
flow.tcp_reuse                                | Total                     | 99
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 239
decoder.event.ipv4.opt_pad_required           | Total                     | 4
decoder.event.ipv6.zero_len_padn              | Total                     | 10
flow.wrk.flows_evicted                        | Total                     | 763
tcp.sessions                                  | Total                     | 15887
tcp.syn                                       | Total                     | 31655
tcp.synack                                    | Total                     | 31655
tcp.rst                                       | Total                     | 29302
detect.alert                                  | Total                     | 78284
app_layer.flow.http                           | Total                     | 2353
app_layer.tx.http                             | Total                     | 2353
app_layer.flow.dns_udp                        | Total                     | 4225
app_layer.tx.dns_udp                          | Total                     | 4231
app_layer.flow.failed_udp                     | Total                     | 3979
flow.mgr.full_hash_pass                       | Total                     | 15
flow.spare                                    | Total                     | 10709
flow.mgr.rows_maxlen                          | Total                     | 4
flow.mgr.flows_checked                        | Total                     | 27506
flow.mgr.flows_notimeout                      | Total                     | 4924
flow.mgr.flows_timeout                        | Total                     | 22582
flow.mgr.flows_evicted                        | Total                     | 22699
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 1290240
http.memuse                                   | Total                     | 11808
flow.memuse                                   | Total                     | 8103408
------------------------------------------------------------------------------------
Date: 5/31/2025 -- 16:49:36 (uptime: 0d, 00h 59m 05s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 135476
decoder.pkts                                  | Total                     | 135503
decoder.bytes                                 | Total                     | 10898462
decoder.ipv4                                  | Total                     | 134123
decoder.ipv6                                  | Total                     | 80
decoder.ethernet                              | Total                     | 135503
decoder.tcp                                   | Total                     | 118570
decoder.udp                                   | Total                     | 8523
decoder.icmpv4                                | Total                     | 7086
decoder.icmpv6                                | Total                     | 20
decoder.avg_pkt_size                          | Total                     | 80
decoder.max_pkt_size                          | Total                     | 943
flow.tcp                                      | Total                     | 15909
flow.udp                                      | Total                     | 8220
flow.icmpv6                                   | Total                     | 11
flow.tcp_reuse                                | Total                     | 99
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 239
decoder.event.ipv4.opt_pad_required           | Total                     | 4
decoder.event.ipv6.zero_len_padn              | Total                     | 10
flow.wrk.flows_evicted                        | Total                     | 765
tcp.sessions                                  | Total                     | 15909
tcp.syn                                       | Total                     | 31724
tcp.synack                                    | Total                     | 31724
tcp.rst                                       | Total                     | 29358
detect.alert                                  | Total                     | 78499
app_layer.flow.http                           | Total                     | 2366
app_layer.tx.http                             | Total                     | 2366
app_layer.flow.dns_udp                        | Total                     | 4231
app_layer.tx.dns_udp                          | Total                     | 4237
app_layer.flow.failed_udp                     | Total                     | 3989
flow.mgr.full_hash_pass                       | Total                     | 15
flow.spare                                    | Total                     | 10751
flow.mgr.rows_maxlen                          | Total                     | 4
flow.mgr.flows_checked                        | Total                     | 27546
flow.mgr.flows_notimeout                      | Total                     | 4926
flow.mgr.flows_timeout                        | Total                     | 22620
flow.mgr.flows_evicted                        | Total                     | 22737
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 1310720
http.memuse                                   | Total                     | 12288
flow.memuse                                   | Total                     | 8103408
------------------------------------------------------------------------------------
Date: 5/31/2025 -- 16:49:44 (uptime: 0d, 00h 59m 13s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 135752
decoder.pkts                                  | Total                     | 135779
decoder.bytes                                 | Total                     | 10923729
decoder.ipv4                                  | Total                     | 134399
decoder.ipv6                                  | Total                     | 80
decoder.ethernet                              | Total                     | 135779
decoder.tcp                                   | Total                     | 118804
decoder.udp                                   | Total                     | 8546
decoder.icmpv4                                | Total                     | 7105
decoder.icmpv6                                | Total                     | 20
decoder.avg_pkt_size                          | Total                     | 80
decoder.max_pkt_size                          | Total                     | 943
flow.tcp                                      | Total                     | 15925
flow.udp                                      | Total                     | 8242
flow.icmpv6                                   | Total                     | 11
flow.tcp_reuse                                | Total                     | 99
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 239
decoder.event.ipv4.opt_pad_required           | Total                     | 4
decoder.event.ipv6.zero_len_padn              | Total                     | 10
flow.wrk.flows_evicted                        | Total                     | 765
tcp.sessions                                  | Total                     | 15925
tcp.syn                                       | Total                     | 31779
tcp.synack                                    | Total                     | 31779
tcp.rst                                       | Total                     | 29406
detect.alert                                  | Total                     | 78658
app_layer.flow.http                           | Total                     | 2373
app_layer.tx.http                             | Total                     | 2373
app_layer.flow.dns_udp                        | Total                     | 4243
app_layer.tx.dns_udp                          | Total                     | 4249
app_layer.flow.failed_udp                     | Total                     | 3999
flow.mgr.full_hash_pass                       | Total                     | 15
flow.spare                                    | Total                     | 10770
flow.mgr.rows_maxlen                          | Total                     | 4
flow.mgr.flows_checked                        | Total                     | 27570
flow.mgr.flows_notimeout                      | Total                     | 4931
flow.mgr.flows_timeout                        | Total                     | 22639
flow.mgr.flows_evicted                        | Total                     | 22756
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 1323008
http.memuse                                   | Total                     | 12576
flow.memuse                                   | Total                     | 8103408
------------------------------------------------------------------------------------
Date: 5/31/2025 -- 16:49:52 (uptime: 0d, 00h 59m 21s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 135970
decoder.pkts                                  | Total                     | 135988
decoder.bytes                                 | Total                     | 10943513
decoder.ipv4                                  | Total                     | 134606
decoder.ipv6                                  | Total                     | 80
decoder.ethernet                              | Total                     | 135988
decoder.tcp                                   | Total                     | 118987
decoder.udp                                   | Total                     | 8559
decoder.icmpv4                                | Total                     | 7116
decoder.icmpv6                                | Total                     | 20
decoder.avg_pkt_size                          | Total                     | 80
decoder.max_pkt_size                          | Total                     | 943
flow.tcp                                      | Total                     | 15937
flow.udp                                      | Total                     | 8255
flow.icmpv6                                   | Total                     | 11
flow.tcp_reuse                                | Total                     | 99
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 239
decoder.event.ipv4.opt_pad_required           | Total                     | 4
decoder.event.ipv6.zero_len_padn              | Total                     | 10
flow.wrk.flows_evicted                        | Total                     | 767
tcp.sessions                                  | Total                     | 15937
tcp.syn                                       | Total                     | 31820
tcp.synack                                    | Total                     | 31820
tcp.rst                                       | Total                     | 29441
detect.alert                                  | Total                     | 78779
app_layer.flow.http                           | Total                     | 2379
app_layer.tx.http                             | Total                     | 2379
app_layer.flow.dns_udp                        | Total                     | 4250
app_layer.tx.dns_udp                          | Total                     | 4256
app_layer.flow.failed_udp                     | Total                     | 4005
flow.mgr.full_hash_pass                       | Total                     | 15
flow.spare                                    | Total                     | 10796
flow.mgr.rows_maxlen                          | Total                     | 4
flow.mgr.flows_checked                        | Total                     | 27600
flow.mgr.flows_notimeout                      | Total                     | 4936
flow.mgr.flows_timeout                        | Total                     | 22664
flow.mgr.flows_evicted                        | Total                     | 22781
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 1343488
http.memuse                                   | Total                     | 13056
flow.memuse                                   | Total                     | 8103408
------------------------------------------------------------------------------------
Date: 5/31/2025 -- 16:50:00 (uptime: 0d, 00h 59m 29s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 136236
decoder.pkts                                  | Total                     | 136247
decoder.bytes                                 | Total                     | 10965228
decoder.ipv4                                  | Total                     | 134861
decoder.ipv6                                  | Total                     | 80
decoder.ethernet                              | Total                     | 136247
decoder.tcp                                   | Total                     | 119201
decoder.udp                                   | Total                     | 8581
decoder.icmpv4                                | Total                     | 7135
decoder.icmpv6                                | Total                     | 20
decoder.avg_pkt_size                          | Total                     | 80
decoder.max_pkt_size                          | Total                     | 943
flow.tcp                                      | Total                     | 15951
flow.udp                                      | Total                     | 8277
flow.icmpv6                                   | Total                     | 11
flow.tcp_reuse                                | Total                     | 100
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 239
decoder.event.ipv4.opt_pad_required           | Total                     | 4
decoder.event.ipv6.zero_len_padn              | Total                     | 10
flow.wrk.flows_evicted                        | Total                     | 773
tcp.sessions                                  | Total                     | 15951
tcp.syn                                       | Total                     | 31875
tcp.synack                                    | Total                     | 31875
tcp.rst                                       | Total                     | 29491
detect.alert                                  | Total                     | 78920
app_layer.flow.http                           | Total                     | 2384
app_layer.tx.http                             | Total                     | 2384
app_layer.flow.dns_udp                        | Total                     | 4262
app_layer.tx.dns_udp                          | Total                     | 4268
app_layer.flow.failed_udp                     | Total                     | 4015
flow.mgr.full_hash_pass                       | Total                     | 15
flow.spare                                    | Total                     | 10837
flow.mgr.rows_maxlen                          | Total                     | 4
flow.mgr.flows_checked                        | Total                     | 27649
flow.mgr.flows_notimeout                      | Total                     | 4941
flow.mgr.flows_timeout                        | Total                     | 22708
flow.mgr.flows_evicted                        | Total                     | 22825
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 1335296
http.memuse                                   | Total                     | 12864
flow.memuse                                   | Total                     | 8103408
------------------------------------------------------------------------------------
Date: 5/31/2025 -- 16:50:08 (uptime: 0d, 00h 59m 37s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 136526
decoder.pkts                                  | Total                     | 136575
decoder.bytes                                 | Total                     | 10993319
decoder.ipv4                                  | Total                     | 135185
decoder.ipv6                                  | Total                     | 80
decoder.ethernet                              | Total                     | 136575
decoder.tcp                                   | Total                     | 119483
decoder.udp                                   | Total                     | 8604
decoder.icmpv4                                | Total                     | 7154
decoder.icmpv6                                | Total                     | 20
decoder.avg_pkt_size                          | Total                     | 80
decoder.max_pkt_size                          | Total                     | 943
flow.tcp                                      | Total                     | 15967
flow.udp                                      | Total                     | 8299
flow.icmpv6                                   | Total                     | 11
flow.tcp_reuse                                | Total                     | 101
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 240
decoder.event.ipv4.opt_pad_required           | Total                     | 4
decoder.event.ipv6.zero_len_padn              | Total                     | 10
flow.wrk.flows_evicted                        | Total                     | 775
tcp.sessions                                  | Total                     | 15967
tcp.syn                                       | Total                     | 31946
tcp.synack                                    | Total                     | 31946
tcp.rst                                       | Total                     | 29555
detect.alert                                  | Total                     | 79095
app_layer.flow.http                           | Total                     | 2391
app_layer.tx.http                             | Total                     | 2391
app_layer.flow.dns_udp                        | Total                     | 4274
app_layer.tx.dns_udp                          | Total                     | 4280
app_layer.flow.failed_udp                     | Total                     | 4025
flow.mgr.full_hash_pass                       | Total                     | 15
flow.spare                                    | Total                     | 10777
flow.mgr.rows_maxlen                          | Total                     | 4
flow.mgr.flows_checked                        | Total                     | 27691
flow.mgr.flows_notimeout                      | Total                     | 4948
flow.mgr.flows_timeout                        | Total                     | 22743
flow.mgr.flows_evicted                        | Total                     | 22861
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 1351680
http.memuse                                   | Total                     | 13248
flow.memuse                                   | Total                     | 8103408
------------------------------------------------------------------------------------
Date: 5/31/2025 -- 16:50:16 (uptime: 0d, 00h 59m 45s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 136737
decoder.pkts                                  | Total                     | 136754
decoder.bytes                                 | Total                     | 11007536
decoder.ipv4                                  | Total                     | 135360
decoder.ipv6                                  | Total                     | 80
decoder.ethernet                              | Total                     | 136754
decoder.tcp                                   | Total                     | 119633
decoder.udp                                   | Total                     | 8617
decoder.icmpv4                                | Total                     | 7166
decoder.icmpv6                                | Total                     | 20
decoder.avg_pkt_size                          | Total                     | 80
decoder.max_pkt_size                          | Total                     | 943
flow.tcp                                      | Total                     | 15976
flow.udp                                      | Total                     | 8312
flow.icmpv6                                   | Total                     | 11
flow.tcp_reuse                                | Total                     | 101
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 240
decoder.event.ipv4.opt_pad_required           | Total                     | 4
decoder.event.ipv6.zero_len_padn              | Total                     | 10
flow.wrk.flows_evicted                        | Total                     | 775
tcp.sessions                                  | Total                     | 15976
tcp.syn                                       | Total                     | 31986
tcp.synack                                    | Total                     | 31986
tcp.rst                                       | Total                     | 29592
detect.alert                                  | Total                     | 79187
app_layer.flow.http                           | Total                     | 2394
app_layer.tx.http                             | Total                     | 2394
app_layer.flow.dns_udp                        | Total                     | 4280
app_layer.tx.dns_udp                          | Total                     | 4286
app_layer.flow.failed_udp                     | Total                     | 4032
flow.mgr.full_hash_pass                       | Total                     | 15
flow.spare                                    | Total                     | 10803
flow.mgr.rows_maxlen                          | Total                     | 4
flow.mgr.flows_checked                        | Total                     | 27719
flow.mgr.flows_notimeout                      | Total                     | 4952
flow.mgr.flows_timeout                        | Total                     | 22767
flow.mgr.flows_evicted                        | Total                     | 22885
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 1335296
http.memuse                                   | Total                     | 12864
flow.memuse                                   | Total                     | 8103408
------------------------------------------------------------------------------------
Date: 5/31/2025 -- 16:50:24 (uptime: 0d, 00h 59m 53s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 136964
decoder.pkts                                  | Total                     | 136975
decoder.bytes                                 | Total                     | 11024685
decoder.ipv4                                  | Total                     | 135581
decoder.ipv6                                  | Total                     | 80
decoder.ethernet                              | Total                     | 136975
decoder.tcp                                   | Total                     | 119813
decoder.udp                                   | Total                     | 8639
decoder.icmpv4                                | Total                     | 7185
decoder.icmpv6                                | Total                     | 20
decoder.avg_pkt_size                          | Total                     | 80
decoder.max_pkt_size                          | Total                     | 943
flow.tcp                                      | Total                     | 15988
flow.udp                                      | Total                     | 8334
flow.icmpv6                                   | Total                     | 11
flow.tcp_reuse                                | Total                     | 102
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 240
decoder.event.ipv4.opt_pad_required           | Total                     | 4
decoder.event.ipv6.zero_len_padn              | Total                     | 10
flow.wrk.flows_evicted                        | Total                     | 776
tcp.sessions                                  | Total                     | 15988
tcp.syn                                       | Total                     | 32036
tcp.synack                                    | Total                     | 32036
tcp.rst                                       | Total                     | 29639
detect.alert                                  | Total                     | 79307
app_layer.flow.http                           | Total                     | 2397
app_layer.tx.http                             | Total                     | 2397
app_layer.flow.dns_udp                        | Total                     | 4292
app_layer.tx.dns_udp                          | Total                     | 4298
app_layer.flow.failed_udp                     | Total                     | 4042
flow.mgr.full_hash_pass                       | Total                     | 15
flow.spare                                    | Total                     | 10825
flow.mgr.rows_maxlen                          | Total                     | 4
flow.mgr.flows_checked                        | Total                     | 27753
flow.mgr.flows_notimeout                      | Total                     | 4959
flow.mgr.flows_timeout                        | Total                     | 22794
flow.mgr.flows_evicted                        | Total                     | 22912
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 1327104
http.memuse                                   | Total                     | 12672
flow.memuse                                   | Total                     | 8103408
------------------------------------------------------------------------------------
Date: 5/31/2025 -- 16:50:32 (uptime: 0d, 01h 00m 01s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 137179
decoder.pkts                                  | Total                     | 137212
decoder.bytes                                 | Total                     | 11043955
decoder.ipv4                                  | Total                     | 135816
decoder.ipv6                                  | Total                     | 80
decoder.ethernet                              | Total                     | 137212
decoder.tcp                                   | Total                     | 120009
decoder.udp                                   | Total                     | 8660
decoder.icmpv4                                | Total                     | 7203
decoder.icmpv6                                | Total                     | 20
decoder.avg_pkt_size                          | Total                     | 80
decoder.max_pkt_size                          | Total                     | 943
flow.tcp                                      | Total                     | 16001
flow.udp                                      | Total                     | 8355
flow.icmpv6                                   | Total                     | 11
flow.tcp_reuse                                | Total                     | 102
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 240
decoder.event.ipv4.opt_pad_required           | Total                     | 4
decoder.event.ipv6.zero_len_padn              | Total                     | 10
flow.wrk.flows_evicted                        | Total                     | 777
tcp.sessions                                  | Total                     | 16001
tcp.syn                                       | Total                     | 32088
tcp.synack                                    | Total                     | 32088
tcp.rst                                       | Total                     | 29687
detect.alert                                  | Total                     | 79437
app_layer.flow.http                           | Total                     | 2401
app_layer.tx.http                             | Total                     | 2401
app_layer.flow.dns_udp                        | Total                     | 4304
app_layer.tx.dns_udp                          | Total                     | 4310
app_layer.flow.failed_udp                     | Total                     | 4051
flow.mgr.full_hash_pass                       | Total                     | 16
flow.spare                                    | Total                     | 10857
flow.mgr.rows_maxlen                          | Total                     | 4
flow.mgr.flows_checked                        | Total                     | 27790
flow.mgr.flows_notimeout                      | Total                     | 4969
flow.mgr.flows_timeout                        | Total                     | 22821
flow.mgr.flows_evicted                        | Total                     | 22939
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 1314816
http.memuse                                   | Total                     | 12384
flow.memuse                                   | Total                     | 8103408
------------------------------------------------------------------------------------
Date: 5/31/2025 -- 16:50:40 (uptime: 0d, 01h 00m 09s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 137382
decoder.pkts                                  | Total                     | 137399
decoder.bytes                                 | Total                     | 11060385
decoder.ipv4                                  | Total                     | 136001
decoder.ipv6                                  | Total                     | 80
decoder.ethernet                              | Total                     | 137399
decoder.tcp                                   | Total                     | 120166
decoder.udp                                   | Total                     | 8677
decoder.icmpv4                                | Total                     | 7214
decoder.icmpv6                                | Total                     | 20
decoder.avg_pkt_size                          | Total                     | 80
decoder.max_pkt_size                          | Total                     | 943
flow.tcp                                      | Total                     | 16011
flow.udp                                      | Total                     | 8369
flow.icmpv6                                   | Total                     | 11
flow.tcp_reuse                                | Total                     | 102
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 240
decoder.event.ipv4.opt_pad_required           | Total                     | 4
decoder.event.ipv6.zero_len_padn              | Total                     | 10
flow.wrk.flows_evicted                        | Total                     | 778
tcp.sessions                                  | Total                     | 16011
tcp.syn                                       | Total                     | 32127
tcp.synack                                    | Total                     | 32127
tcp.rst                                       | Total                     | 29722
detect.alert                                  | Total                     | 79537
app_layer.flow.http                           | Total                     | 2405
app_layer.tx.http                             | Total                     | 2405
app_layer.flow.dns_udp                        | Total                     | 4310
app_layer.tx.dns_udp                          | Total                     | 4316
app_layer.flow.failed_udp                     | Total                     | 4059
flow.mgr.full_hash_pass                       | Total                     | 16
flow.spare                                    | Total                     | 10876
flow.mgr.rows_maxlen                          | Total                     | 4
flow.mgr.flows_checked                        | Total                     | 27816
flow.mgr.flows_notimeout                      | Total                     | 4972
flow.mgr.flows_timeout                        | Total                     | 22844
flow.mgr.flows_evicted                        | Total                     | 22962
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 1310720
http.memuse                                   | Total                     | 12288
flow.memuse                                   | Total                     | 8103408
------------------------------------------------------------------------------------
Date: 5/31/2025 -- 16:50:48 (uptime: 0d, 01h 00m 17s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 137603
decoder.pkts                                  | Total                     | 137637
decoder.bytes                                 | Total                     | 11078576
decoder.ipv4                                  | Total                     | 136235
decoder.ipv6                                  | Total                     | 80
decoder.ethernet                              | Total                     | 137637
decoder.tcp                                   | Total                     | 120358
decoder.udp                                   | Total                     | 8700
decoder.icmpv4                                | Total                     | 7233
decoder.icmpv6                                | Total                     | 20
decoder.avg_pkt_size                          | Total                     | 80
decoder.max_pkt_size                          | Total                     | 943
flow.tcp                                      | Total                     | 16023
flow.udp                                      | Total                     | 8391
flow.icmpv6                                   | Total                     | 11
flow.tcp_reuse                                | Total                     | 102
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 240
decoder.event.ipv4.opt_pad_required           | Total                     | 4
decoder.event.ipv6.zero_len_padn              | Total                     | 10
flow.wrk.flows_evicted                        | Total                     | 779
tcp.sessions                                  | Total                     | 16023
tcp.syn                                       | Total                     | 32181
tcp.synack                                    | Total                     | 32181
tcp.rst                                       | Total                     | 29773
detect.alert                                  | Total                     | 79661
app_layer.flow.http                           | Total                     | 2408
app_layer.tx.http                             | Total                     | 2408
app_layer.flow.dns_udp                        | Total                     | 4322
app_layer.tx.dns_udp                          | Total                     | 4328
app_layer.flow.failed_udp                     | Total                     | 4069
flow.mgr.full_hash_pass                       | Total                     | 16
flow.spare                                    | Total                     | 10910
flow.mgr.rows_maxlen                          | Total                     | 4
flow.mgr.flows_checked                        | Total                     | 27853
flow.mgr.flows_notimeout                      | Total                     | 4977
flow.mgr.flows_timeout                        | Total                     | 22876
flow.mgr.flows_evicted                        | Total                     | 22994
tcp.memuse                                    | Total                     | 4849664
tcp.reassembly_memuse                         | Total                     | 1310720
http.memuse                                   | Total                     | 12288
flow.memuse                                   | Total                     | 8103408
------------------------------------------------------------------------------------
Date: 5/31/2025 -- 16:50:56 (uptime: 0d, 01h 00m 25s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 137858
decoder.pkts                                  | Total                     | 137882
decoder.bytes                                 | Total                     | 11099003
decoder.ipv4                                  | Total                     | 136478
decoder.ipv6                                  | Total                     | 80
decoder.ethernet                              | Total                     | 137882
decoder.tcp                                   | Total                     | 120570
decoder.udp                                   | Total                     | 8716
decoder.icmpv4                                | Total                     | 7248
decoder.icmpv6                                | Total                     | 20
decoder.avg_pkt_size                          | Total                     | 80
decoder.max_pkt_size                          | Total                     | 943
flow.tcp                                      | Total                     | 16037
flow.udp                                      | Total                     | 8407
flow.icmpv6                                   | Total                     | 11
flow.tcp_reuse                                | Total                     | 102
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 240
decoder.event.ipv4.opt_pad_required           | Total                     | 4
decoder.event.ipv6.zero_len_padn              | Total                     | 10
flow.wrk.flows_evicted                        | Total                     | 780
